course_id,name,lat,lon,region,address,holes,phone,homepage,source,aliases
osm-relation-20257052,소노펠리체CC 델피노,38.210004,128.498851,강원,강원특별자치도 고성군 토성면 미시령옛길,,,https://www.sonofelicecc.com/dp,osm-nominatim,Sono Felice Country Club Del Pino
osm-way-545967328,소노펠리체CC 비발디파크 EAST,37.663478,127.686519,강원,강원특별자치도 홍천군 서면 한치골길,,,https://www.sonofelicecc.com/sn,osm-nominatim,Sono Felice Country Club - Vivaldi Park East
osm-way-545967310,소노펠리체CC 비발디파크 WEST,37.640347,127.679423,강원,강원특별자치도 홍천군 서면 한치골길,,,https://www.sonofelicecc.com/vc,osm-nominatim,Sono Felice Country Club - Vivaldi Park West
osm-way-122741297,알펜시아 트룬CC,37.653545,128.659,강원,강원특별자치도 평창군 대관령면 큰터길,,,,osm-nominatim,
osm-relation-6958482,알펜시아700GC,37.66286,128.69382,강원,강원특별자치도 평창군 대관령면 Olympic-ro,,,,osm-nominatim,
osm-way-545744182,알프스대영CC,37.464607,128.071865,강원,강원특별자치도 횡성군 우천면 상하가로,,,https://www.alpsdy.com,osm-nominatim,Alps Daeyoung Country Club
osm-way-378093773,에콜리안 정선CC,37.222772,128.683078,강원,강원특별자치도 정선군 신동읍 새골길,,,,osm-nominatim,
osm-way-671763964,오너스GC,37.771655,127.654817,강원,강원특별자치도 춘천시 동촌로,,,https://www.ownersgc.co.kr,osm-nominatim,Owners Golf Club
osm-relation-17867611,오크밸리CC,37.435952,127.817498,강원,강원특별자치도 원주시 월송석화로,,,https://hdcgolf.com/oakvalley/course,osm-nominatim,Oak Valley Country Club
osm-node-10789966745,오크밸리스골프장 코스구역,37.412332,127.824572,강원,강원특별자치도 원주시 오크밸리2길,,,,osm-nominatim,
osm-node-10789966743,오크밸리스골프장 코스구역,37.416791,127.828038,강원,강원특별자치도 원주시 월송석화로,,,,osm-nominatim,
osm-way-1160178277,오크힐스CC,37.406404,127.811542,강원,강원특별자치도 원주시 구재로,,,https://hdcgolf.com,osm-nominatim,Oak Hills Country Club
osm-way-536796898,오투리조트 CC,37.157819,128.945884,강원,강원특별자치도 태백시 서학로,,,,osm-nominatim,
osm-way-1205147519,옥스필드CC,37.520029,127.846297,강원,강원특별자치도 횡성군 서원면 경강로,,,,osm-nominatim,
osm-relation-6955198,용평CC,37.64848,128.705101,강원,강원특별자치도 평창군 대관령면 수하로,,,https://www.yongpyong.co.kr/kor/golf/clubGuide/yongpyongIntro.do,osm-nominatim,Yongpyong Country Club
osm-relation-6955371,용평나인 GC,37.644677,128.685968,강원,강원특별자치도 평창군 대관령면 올림픽로,,,https://www.yongpyong.co.kr/kor/golf/clubGuide/yongpyong9Intro.do,osm-nominatim,Yeongpyeong Nine Golf Course|용평나인GC
osm-way-589108539,원더클럽 파가니카CC,37.752255,127.613163,강원,강원특별자치도 춘천시 소주고개로,,,https://onetheclub.com/paganica/main,osm-nominatim,One The Club Paganica
osm-relation-15635605,웰리힐리CC,37.49046,128.243605,강원,강원특별자치도 횡성군 둔내면 웰리힐리파크,,,,osm-nominatim,
osm-way-468996815,인터불고GC(퍼블릭),37.331249,127.976812,강원,강원특별자치도 원주시 입춘로,,,,osm-nominatim,
osm-way-839535223,정선군 파크 골프장,37.385918,128.668588,강원,강원특별자치도 정선군 정선읍 녹송4길,,,,osm-nominatim,
osm-way-589107941,클럽모우CC,37.693266,127.56379,강원,강원특별자치도 홍천군 서면 모곡로,,,https://www.clubmow.com,osm-nominatim,Clubmow Golf & Lifestyle
osm-way-641656095,탑스텐리조트 동강시스타CC,37.214585,128.510785,강원,강원특별자치도 영월군 영월읍 삼옥길,,,https://www.cistar.co.kr/view/viewLink.do?page=homepage/KOR/resorts/golf_use_info,osm-nominatim,Donggang Cistar Country Club
osm-way-477983957,태기산CC,37.584911,128.320491,강원,강원특별자치도 평창군 봉평면 태기로,,,,osm-nominatim,
osm-relation-8251157,파인리즈CC,38.24861,128.546476,강원,강원특별자치도 고성군 토성면 고성대로,,,https://www.pineridge.co.kr/,osm-nominatim,Pine Ridge Country Club
osm-way-1410516116,파인코스,37.42426,127.819342,강원,강원특별자치도 원주시 월송석화로,,,,osm-nominatim,
osm-way-1309202985,파크 골프,37.832772,128.416535,강원,강원특별자치도 홍천군 내면 내린천로,,,,osm-nominatim,
osm-way-205148563,파크밸리GC,37.393164,128.009895,강원,강원특별자치도 원주시 소초면 상초구길,,,,osm-nominatim,
osm-way-484098140,플라자CC 설악,38.210667,128.537711,강원,강원특별자치도 속초시 미시령로2983번길,,,https://www.plazacc.co.kr/plzcc/irsweb/golf2/course/seorak/seorak_club.do,osm-nominatim,Plaza Country Club Seorak
osm-way-891507261,하이망 CC점,37.175748,128.462643,강원,강원특별자치도 영월군 영월읍 제방안길,,,,osm-nominatim,
osm-way-655049393,하이원CC,37.173518,128.844391,강원,강원특별자치도 정선군 고한읍 고한7길,,,https://www.high1.com,osm-nominatim,High1 Country Club
osm-way-391307049,한탄강CC,38.16597,127.29194,강원,강원특별자치도 철원군 갈말읍 철원 한탄강주상절리길 순담계곡,,,https://hantancc.co.kr/,osm-nominatim,Hantan River Country Club
osm-way-477932052,휘닉스평창 CC,37.588195,128.33796,강원,강원특별자치도 평창군 봉평면 태기로,,,,osm-nominatim,
osm-relation-18635732,휘슬링락CC,37.766499,127.674806,강원,강원특별자치도 춘천시 동촌로,,,https://www.whistlingrockcc.com/,osm-nominatim,Whistling Rock Country Club
osm-way-686201114,힐드로사이CC,37.593708,127.709981,강원,강원특별자치도 홍천군 남면 한서로,,,https://www.hilldeloci.co.kr/,osm-nominatim,Hill de Loci Country Club
osm-way-551202442,123 GC,37.639681,126.905642,경기,경기도 고양시 덕양구 고양대로2002번길,,,,osm-nominatim,
osm-way-546212852,360도CC,37.297147,127.737232,경기,경기도 여주시 부평리 부평로,,,https://www.360cc.co.kr,osm-nominatim,360º Country Club
osm-node-12085013415,G Course,37.846554,127.474311,경기,경기도 가평군 가평읍 용추로171번길,,,,osm-nominatim,
osm-node-12112179939,GDR아카데미 하남 미사2호점,37.566259,127.191221,경기,경기도 하남시 미사강변동로,,,,osm-nominatim,
osm-node-12090259368,GDR아카데미 하남 미사3호점,37.561261,127.19188,경기,경기도 하남시 미사강변중앙로 158번길,,,,osm-nominatim,
osm-node-12085013447,HILL Course,37.850284,127.462861,경기,경기도 가평군 가평읍 용추로,,,,osm-nominatim,
osm-node-12085013448,HUE Course,37.845642,127.468057,경기,경기도 가평군 가평읍 용추로171번길,,,,osm-nominatim,
osm-node-11508524648,QED골프아카데미 하남미사점,37.563505,127.199699,경기,경기도 하남시 미사강변남로,,,,osm-nominatim,
osm-way-356275835,The Lakes at Osan,37.079756,127.022841,경기,경기도 평택시 장등리 세이버길,,,https://51fss.com/golf/,osm-nominatim,
osm-way-299708233,YJC골프클럽,37.279303,127.60115,경기,경기도 여주시 오계리 오리울길,,,https://www.yeojoocc.co.kr/,osm-nominatim,Yeoju Classic Golf Club
osm-way-524449266,가평베네스트GC,37.800612,127.304857,경기,경기도 가평군 상면 비룡로,,,,osm-nominatim,
osm-way-389394676,강남300CC,37.38406,127.181935,경기,경기도 광주시 새말길,,,https://www.kn300.com/,osm-nominatim,Kangnam 300 Country Club
osm-way-469169946,게이트볼장,37.133936,126.92894,경기,경기도 화성시 푸른들판로,,,,osm-nominatim,
osm-way-378414559,경기경찰청CC,37.300734,127.131622,경기,경기도 용인시 기흥구 법화터널,,,,osm-nominatim,
osm-way-551025577,고양 CC,37.635311,126.857833,경기,경기도 고양시 덕양구 흥도로,,,,osm-nominatim,
osm-way-389428315,곤지암GC,37.329968,127.297583,경기,경기도 광주시 도척면 얼음골길,,,,osm-nominatim,
osm-node-11508272847,골프마스터,37.558553,127.204076,경기,경기도 하남시 미사강변한강로,,,,osm-nominatim,
osm-way-938012605,골프장,37.522379,127.615166,경기,경기도 양평군 조현리 중원산로,,,,osm-nominatim,
osm-way-734525779,골프장,37.34262,127.095722,경기,경기도 용인시 신봉동 고기로45번길,,,,osm-nominatim,
osm-node-4652695969,골프장,37.817726,127.146101,경기,경기도 포천시 초가팔리 세종포천고속도로,,,,osm-nominatim,
osm-way-631057875,골프존카운티 안성H,37.09557,127.337885,경기,경기도 안성시 보개면 한남정맥,,,http://www.golfzoncounty.com/gcounty/info/main?cc_code=4,osm-nominatim,Golfzon County Anseong H
osm-way-389269620,골프존카운티 안성W,37.07595,127.194287,경기,경기도 안성시 양성면 남북대로,,,http://www.golfzoncounty.com/gcounty/info/main?cc_code=7,osm-nominatim,
osm-node-12127546142,골프존파크 덕풍레이크점,37.559511,127.203941,경기,경기도 하남시 미사대로,,,,osm-nominatim,
osm-node-12094536650,골프존파크 신장타워점,37.540716,127.207033,경기,경기도 하남시 신장1로33번길,,,,osm-nominatim,
osm-node-11494398945,골프존파크덕풍미사대로점,37.55555,127.208403,경기,경기도 하남시 미사대로,,,,osm-nominatim,
osm-way-1205705685,골프클럽Q,37.046079,127.390499,경기,경기도 안성시 죽산면 한남정맥,,,http://www.golfclubq.com/,osm-nominatim,Golf Club Q
osm-node-9663286414,광릉골프존,37.741523,127.22129,경기,경기도 남양주시 진접읍 진벌로,,,,osm-nominatim,
osm-way-298748379,광명 골프 클럽,37.469802,126.878741,경기,경기도 광명시 철망산로,,,,osm-nominatim,Gwangmyung Golf Club
osm-way-686445790,그라운드 골프장,36.993309,126.917055,경기,경기도 평택시 학현리 학현4길,,,,osm-nominatim,
osm-way-471104236,그린골프클럽,37.817707,127.14635,경기,경기도 포천시 초가팔리 세종포천고속도로,,,,osm-nominatim,
osm-way-584240708,그린필드 골프,37.380553,126.948056,경기,경기도 안양시 동안구 귀인로80번길,,,,osm-nominatim,
osm-way-398942362,그린힐CC,37.359129,127.431765,경기,경기도 광주시 곤지암읍 내선길,,,https://www.shinangolf.com/club/greenhillcc,osm-nominatim,Green Hill Country Club
osm-way-672052303,그린힐골프클럽,37.621163,127.310831,경기,경기도 남양주시 재재기로,,,,osm-nominatim,
osm-way-541600442,글렌로스CC,37.29465,127.184443,경기,경기도 용인시 처인구 에버랜드로562번길,,,,osm-nominatim,
osm-way-299801383,금강CC,37.23929,127.599443,경기,경기도 여주시 안금리 영동고속도로,,,https://www.kccgolf.co.kr/,osm-nominatim,Kumgang Leisure
osm-way-470457591,기산골프존파크,37.221104,127.051185,경기,경기도 화성시 동탄지성로,,,,osm-nominatim,
osm-way-625850269,기흥CC,37.193067,127.14591,경기,경기도 화성시 처인구 동탄 둘레길,,,,osm-nominatim,
osm-way-632238706,김포 씨사이드 CC,37.702961,126.534111,경기,경기도 김포시 월곶면 김포대로2801번길,,,,osm-nominatim,
osm-node-11493983010,나룰리얼골프존,37.551071,127.206267,경기,경기도 하남시 덕풍로65번길,,,,osm-nominatim,
osm-way-376925267,남부CC,37.262754,127.127799,경기,경기도 용인시 기흥구 신갈천자전거길,,,,osm-nominatim,
osm-way-487667372,남서울cc,37.382212,127.082804,경기,경기도 성남시 분당구 두밀로123번길,,+82 31 709 6000,http://www.nscc.co.kr/,osm-nominatim,NamSeoul Country Club|남서울컨트리클럽
osm-way-356858752,남수원CC,37.217259,127.012606,경기,경기도 화성시 서부로,,,,osm-nominatim,
osm-way-642697850,남양골프랜드,37.219241,126.804077,경기,경기도 화성시 송정로264번길,,,,osm-nominatim,
osm-way-541710723,남양주CC,37.680076,127.217876,경기,경기도 남양주시 오남읍 진건오남로,,,,osm-nominatim,Namyangju CC
osm-way-380274941,남여주GC,37.223966,127.6263,경기,경기도 여주시 안금리 가여로,,,https://www.namyeoju.co.kr,osm-nominatim,Namyeoju Golf Club
osm-way-524204553,남촌CC,37.351277,127.418874,경기,경기도 광주시 곤지암읍 외선길,,,https://www.namchoncc.co.kr/,osm-nominatim,Namchon Golf Club
osm-way-391489687,노스팜CC,37.786071,126.909595,경기,경기도 파주시 광탄면 쇠장이길,,,https://www.npcc.co.kr/,osm-nominatim,North Palm Country Club
osm-way-389399840,뉴서울CC,37.424566,127.210468,경기,경기도 광주시 삼지곡길79번길,,,https://www.newseoulgolf.co.kr,osm-nominatim,New Seoul Country Club
osm-way-289411212,뉴스프링빌CC 이천,37.156627,127.420313,경기,경기도 이천시 모가면 사실로,,,https://icheon.newspring.co.kr,osm-nominatim,New Springville Country Club
osm-way-391816726,뉴코리아 CC,37.665981,126.879426,경기,경기도 고양시 덕양구 호국로1254번길,,,,osm-nominatim,
osm-way-471416314,대한골프클럽,37.695571,126.845784,경기,경기도 고양시 일산동구 공릉천로,,,,osm-nominatim,
osm-way-472865169,더 골프존,37.359774,127.150557,경기,경기도 광주시 태재로,,,,osm-nominatim,
osm-node-12112179930,더 드림골프 스튜디오,37.56624,127.190944,경기,경기도 하남시 미사강변동로,,,,osm-nominatim,
osm-node-12090259331,더스윙제트 미사점,37.561494,127.192311,경기,경기도 하남시 미사강변중앙로 158번길,,,,osm-nominatim,
osm-way-1200585166,더스타휴 골프앤리조트,37.476059,127.700235,경기,경기도 양평군 고송리 모라치길,,,https://www.thestarhue.com,osm-nominatim,The Star Hue
osm-way-694530109,더스테이힐링파크 링스파3골프,37.659008,127.522997,경기,경기도 가평군 설악면 한서로 210번길,,,https://www.thestayhealingpark.com/active/index,osm-nominatim,
osm-way-972255795,더크로스비 골프클럽,37.2326,127.413591,경기,경기도 이천시 호법면 중부대로798번길,,,,osm-nominatim,
osm-way-53736029,덕소골프클럽,37.587579,127.206217,경기,경기도 남양주시 와부읍 경강로,,,,osm-nominatim,Deokso Golf Club
osm-node-11496028079,덕풍 골프존,37.548559,127.203302,경기,경기도 하남시 덕풍북로6번길,,,,osm-nominatim,
osm-way-925782668,동서울골프클럽,37.471645,127.33676,경기,경기도 광주시 퇴촌면 정영로,,,,osm-nominatim,
osm-way-631059498,동여주CC,37.218453,127.6161,경기,경기도 여주시 금당리 중부내륙고속도로,,,,osm-nominatim,
osm-way-541810105,라비돌CC,37.188901,126.986783,경기,경기도 화성시 정남면 괘랑2길17번길,,,,osm-nominatim,
osm-way-820150089,레이크 골프 클럽,37.250146,127.087869,경기,경기도 용인시 기흥구 덕영대로,,,,osm-nominatim,
osm-way-376628275,레이크사이드CC,37.310172,127.162425,경기,경기도 용인시 처인구 에버랜드로456번길,,,,osm-nominatim,
osm-way-391489398,레이크우드컨트리클럽,37.780673,127.086846,경기,경기도 양주시 신평화로,,,,osm-nominatim,
osm-way-389268691,레이크힐스용인CC,37.129888,127.186866,경기,경기도 용인시 처인구 월곡로,,,,osm-nominatim,
osm-way-524730161,렉스필드CC,37.403202,127.421588,경기,경기도 여주시 상품리 광여로,,,,osm-nominatim,
osm-way-681868088,론볼장,37.160072,127.111446,경기,경기도 화성시 동탄대로4가길,,,,osm-nominatim,
osm-way-1004627308,루나힐스안성컨트리클럽,37.119105,127.271265,경기,경기도 안성시 양성면 약산길,,,,osm-nominatim,
osm-way-1298027798,루트52컨트리클럽,37.347756,127.724384,경기,경기도 여주시 중암리 당전로,,,http://route52cc.com/,osm-nominatim,Route 52 Country Club
osm-way-877556250,리버 벤드 골프장,36.972886,126.982849,경기,경기도 평택시 도두리 7번가,,,,osm-nominatim,River Bend Golf Course|RBGC
osm-way-278939470,리버휠 골프랜드,37.381164,127.244028,경기,경기도 광주시 경안천 자전거길,,,,osm-nominatim,
osm-way-376925496,리베라CC,37.190409,127.107694,경기,경기도 화성시 동탄청계로,,,,osm-nominatim,
osm-way-589103855,리앤리CC,37.875495,127.36806,경기,경기도 가평군 조종면 명지산로,,,https://www.leenleecc.co.kr/,osm-nominatim,Lee & Lee Country Club
osm-way-471480535,링크나인 골프클럽,37.16921,126.753831,경기,경기도 화성시 해운로630번길,,,,osm-nominatim,
osm-way-557827368,마에스트로CC,37.104614,127.262582,경기,경기도 안성시 양성면 안성대로,,,,osm-nominatim,
osm-way-641444650,마이다스레이크이천 골프앤리조트,37.173401,127.525279,경기,경기도 이천시 설성면 송암로,,,,osm-nominatim,
osm-way-391440049,몽베르CC,38.082712,127.306354,경기,경기도 포천시 영북면 78,,,,osm-nominatim,Mongbereu CC
osm-node-13227095840,밀리토피아 골프아카데미,37.479969,127.149415,경기,경기도 하남시 위례대로2길,,,,osm-nominatim,
osm-node-12090259342,바론골프아카데미,37.561366,127.191241,경기,경기도 하남시 미사강변중앙로,,,,osm-nominatim,
osm-way-427795535,발리오스CC,37.1163,126.857406,경기,경기도 화성시 버들로,,,,osm-nominatim,
osm-way-1203006849,베뉴지CC,37.84779,127.46146,경기,경기도 가평군 가평읍 용추로171번길,,,http://www.venuegcc.com,osm-nominatim,VenueG Country Club
osm-way-391816707,베스트밸리GC,37.75721,126.885844,경기,경기도 파주시 광탄면 장지산로,,,https://www.bestvalleygc.com/,osm-nominatim,Best Valley Golf Club
osm-way-524450806,베어크리크G.C,37.911118,127.286189,경기,경기도 포천시 화현면 달인동로,,,https://bearcreek.co.kr/,osm-nominatim,
osm-way-615388581,블랙스톤이천GC,37.16595,127.61781,경기,경기도 여주시 삼승리 삼승2길,,,https://www.blackstoneresort.com,osm-nominatim,Black Stone Exclusive Golf Club
osm-way-543365571,블루버드CC,37.384752,127.373194,경기,경기도 광주시 곤지암읍 광주원주고속도로,,,,osm-nominatim,
osm-way-378023817,블루원 용인CC,37.129604,127.322186,경기,경기도 용인시 처인구 후평로26번길,,,https://yi.blueone.com/,osm-nominatim,Blue One Yongin Country Club
osm-way-380269266,블루헤런GC,37.383237,127.648466,경기,경기도 여주시 상구리 고달사로,,,https://www.blueheron.co.kr/,osm-nominatim,Blue Heron Golf Club
osm-relation-16422325,비에이비스타CC,37.179591,127.419048,경기,경기도 이천시 모가면 어농로,,,https://www.bavista.co.kr/,osm-nominatim,BA Vista Country Club
osm-way-615389285,빅토리아CC,37.179044,127.630144,경기,경기도 여주시 송림리 송삼로,,,,osm-nominatim,
osm-way-631054660,사우스스프링스CC,37.175854,127.453213,경기,경기도 이천시 모가면 공원로218번길,,,,osm-nominatim,
osm-way-1060267546,샴발라CC,37.866956,127.258066,경기,경기도 포천시 직두리 청군로,,,,osm-nominatim,
osm-way-391816720,서서울CC,37.732311,126.895818,경기,경기도 파주시 광탄면 혜음령터널,,,https://www.seoseoul.co.kr/,osm-nominatim,Seoseoul Country Club
osm-way-985521512,서안성골프클럽,37.061785,127.141582,경기,경기도 안성시 원곡면 지문로,,,,osm-nominatim,
osm-way-1187985758,서울공항 체력단련장,37.430765,127.113936,경기,경기도 성남시 수정구 대왕판교로970번길,,,,osm-nominatim,
osm-relation-8971877,서원밸리CC,37.818551,126.891328,경기,경기도 파주시 광탄면 부흥로,,,,osm-nominatim,
osm-way-645514829,서원힐스CC,37.817988,126.903145,경기,경기도 파주시 광적면 부흥로21번길,,,,osm-nominatim,
osm-node-6798021411,서이천 골프 클럽,37.294604,127.4065,경기,경기도 이천시 신둔면 둔터로124번길,,,,osm-nominatim,
osm-way-464897831,서창퍼블릭골프장,37.362881,127.166009,경기,경기도 광주시 문형산길,,,,osm-nominatim,
osm-way-804479296,서평택골프클럽 파3골프장,36.992269,126.858963,경기,경기도 평택시 도곡리 포승향남로,,,,osm-nominatim,
osm-way-389269621,선봉대 체력단련장,37.247642,127.182364,경기,경기도 용인시 처인구 Hannam Trail,,,,osm-nominatim,
osm-node-13227095867,성남골프장(미군 반환공여지),37.479739,127.156187,경기,경기도 하남시 위례대로4길,,,,osm-nominatim,
osm-way-470018504,성저 파크 골프장,37.681177,126.742528,경기,경기도 고양시 일산서구 대화로,,,,osm-nominatim,
osm-way-741979192,세라지오CC,37.327682,127.657645,경기,경기도 여주시 천남리 여양로,,,,osm-nominatim,Ceragio CC
osm-way-964966373,세현CC,37.188054,127.18774,경기,경기도 용인시 처인구 백자로,,,https://www.sehyeoncc.com/,osm-nominatim,
osm-way-615390835,소피아그린CC,37.178037,127.707509,경기,경기도 여주시 현수리 Suryong Bridge,,,https://sophiagreen.co.kr/,osm-nominatim,Sophia Green Country Club
osm-way-380276785,솔모로CC,37.191267,127.585852,경기,경기도 여주시 연대리 연부로,,,,osm-nominatim,
osm-way-301054807,솔트베이GC,37.391148,126.770609,경기,경기도 시흥시 늠내길,,,,osm-nominatim,
osm-way-391489688,송추CC,37.796901,126.909046,경기,경기도 양주시 광적면 쇠장이길,,,https://www.songchoo.co.kr/,osm-nominatim,Songchoo Country Club
osm-node-13227167344,쇼골프아카데미 하남점,37.49854,127.170846,경기,경기도 하남시 세종포천고속도로,,,,osm-nominatim,
osm-way-475320930,수원CC,37.280522,127.124469,경기,경기도 용인시 기흥구 중부대로,,,,osm-nominatim,
osm-way-391490624,스마트 KU골프파빌리온,37.82404,126.877821,경기,경기도 파주시 법원읍 수도권제2순환고속도로,,,,osm-nominatim,
osm-way-844180374,스카이골프랜드,37.402819,126.921972,경기,경기도 안양시 만안구 태평로,,,,osm-nominatim,
osm-way-524436181,스카이밸리CC,37.332455,127.731148,경기,경기도 여주시 운촌리 운촌길,,,https://www.skyvalley.co.kr/skyvalley/main,osm-nominatim,Sky Valley Country Club
osm-node-12101086319,시작,37.284355,127.44852,경기,경기도 이천시 향교로,,,,osm-nominatim,
osm-way-546212848,신라CC,37.361473,127.698345,경기,경기도 여주시 북내면 선돌로,,,https://www.onetheclub.com/shilla/,osm-nominatim,1 The Club Shilla Country Club
osm-node-4631098055,신세대골프클럽,37.39628,126.968234,경기,경기도 안양시 동안구 시민대로,,+81 031 421 5130,,osm-nominatim,
osm-way-389268855,신안CC,37.094861,127.247505,경기,경기도 안성시 고삼면 개울말길,,,,osm-nominatim,
osm-way-351744677,신원CC,37.181455,127.247769,경기,경기도 용인시 처인구 한덕로,,,,osm-nominatim,
osm-way-631051035,써닝포인트CC,37.144329,127.421853,경기,경기도 용인시 처인구 원설로,,,https://www.sunningpoint.com/,osm-nominatim,Sunning Point Country Club
osm-way-524450808,썬힐GC,37.874358,127.349493,경기,경기도 가평군 조종면 운악청계로,,,http://www.sunhillgolf.co.kr,osm-nominatim,Sunhill Golf Club
osm-way-524471443,아난티클럽 서울,37.620475,127.481354,경기,경기도 가평군 설악면 유명로,,,https://ananti.kr/ko/chord,osm-nominatim,Ananti Chord Golf Club
osm-way-380275460,아리지CC,37.215434,127.595276,경기,경기도 여주시 양귀리 아리지그린길,,,,osm-nominatim,
osm-way-645512668,아세코밸리골프클럽클럽하우스,37.367828,126.769678,경기,경기도 시흥시 평택시흥고속도로,,,,osm-nominatim,
osm-way-389269626,아시아나CC,37.25561,127.281454,경기,경기도 용인시 처인구 한터로563번길,,,,osm-nominatim,
osm-relation-19993832,아일랜드CC,37.230754,126.560909,경기,경기도 안산시 단원구 대선로,,,,osm-nominatim,Island CC
osm-way-378024810,안성CC,37.037657,127.408102,경기,경기도 안성시 죽산면 한남금북정맥,,,https://www.ansungcc.co.kr/,osm-nominatim,Ansung Country Club
osm-way-378021752,안성베네스트골프클럽,37.020689,127.386064,경기,경기도 안성시 금광면 삼흥로,,,,osm-nominatim,
osm-relation-6959924,안양 컨트리클럽,37.338074,126.942513,경기,경기도 군포시 군포로,,+82-31-460-3301,https://www.golfsamsung.com/web/ayCourseMap.do,osm-nominatim,Anyang Country Club
osm-node-13227167342,애드핏골프피팅,37.498746,127.170472,경기,경기도 하남시 세종포천고속도로,,,,osm-nominatim,
osm-way-589103898,양주CC,37.64326,127.353626,경기,경기도 남양주시 북한강로1462번길,,,,osm-nominatim,
osm-way-351744682,양지파인CC,37.215259,127.297381,경기,경기도 용인시 처인구 용곡로,,,,osm-nominatim,
osm-way-380023077,양평TPC골프클럽,37.413379,127.645106,경기,경기도 여주시 상교리 상교3길,,,http://www.tpcgolf.co.kr/,osm-nominatim,YangPyoung TPC Golf Club
