course_name,play_date,tee_time,green_fee,source,booking_url,slots,hole_info,row_id
알프스대영,2026-09-18,18:53,49000,golfpang,,,18홀,tr_220138696
센추리21,2026-09-18,17:47,80000,golfpang,,,18홀,tr_220217034
센추리21(퍼),2026-09-18,17:40,65000,golfpang,,,18홀,tr_220165593
알프스대영,2026-09-18,18:39,59000,golfpang,,,18홀,tr_220138695
오로라,2026-09-18,18:38,80000,golfpang,,,18홀,tr_220201648
센추리21(퍼),2026-09-18,18:29,65000,golfpang,,,18홀,tr_220216671
벨라스톤,2026-09-18,18:13,80000,golfpang,,,18홀,tr_219911532
센추리21,2026-09-18,18:29,80000,golfpang,,,18홀,tr_220217060
동서울cc-퍼9,2026-09-18,17:35,65000,golfpang,,,18홀,tr_217703348
남한강에스파크,2026-09-18,18:28,79000,golfpang,,,18홀,tr_219356658
남한강에스파크,2026-09-18,18:21,79000,golfpang,,,18홀,tr_219356659
남한강에스파크,2026-09-18,18:14,79000,golfpang,,,18홀,tr_219356657
벨라스톤,2026-09-18,17:31,80000,golfpang,,,18홀,tr_220179845
알펜시아700,2026-09-18,18:05,70000,golfpang,,,18홀,tr_220179852
오로라,2026-09-18,18:23,80000,golfpang,,,18홀,tr_220179853
오로라,2026-09-18,18:46,80000,golfpang,,,18홀,tr_220055144
오로라,2026-09-18,17:50,100000,golfpang,,,18홀,tr_220055143
센추리21,2026-09-18,18:29,70000,golfpang,,,18홀,tr_220213907
센추리21(퍼),2026-09-18,18:29,65000,golfpang,,,18홀,tr_220213905
센추리21(퍼),2026-09-18,18:00,65000,golfpang,,,18홀,tr_220213903
센추리21(퍼),2026-09-18,17:40,65000,golfpang,,,18홀,tr_219785134
센추리21,2026-09-18,18:01,70000,golfpang,,,18홀,tr_219798276
센추리21,2026-09-18,17:26,70000,golfpang,,,18홀,tr_219798275
알프스대영,2026-09-18,18:46,69000,golfpang,,,18홀,tr_220195595
알프스대영,2026-09-18,16:54,89000,golfpang,,,18홀,tr_220195593
남한강에스파크,2026-09-18,18:21,79000,golfpang,,,18홀,tr_220193147
남한강에스파크,2026-09-18,18:14,79000,golfpang,,,18홀,tr_220193146
남한강에스파크,2026-09-18,18:07,79000,golfpang,,,18홀,tr_220193145
남한강에스파크,2026-09-18,18:28,79000,golfpang,,,18홀,tr_220213490
남한강에스파크,2026-09-18,18:14,79000,golfpang,,,18홀,tr_220213488
알펜시아700,2026-09-18,18:12,70000,golfpang,,,18홀,tr_220210429
알프스대영,2026-09-18,16:34,75000,golfpang,,,18홀,tr_219874829
벨라스톤,2026-09-18,17:30,80000,golfpang,,,18홀,tr_219781759
센추리21,2026-09-18,17:26,80000,golfpang,,,18홀,tr_220208043
센추리21,2026-09-18,18:01,80000,golfpang,,,18홀,tr_220208044
오로라,2026-09-18,18:38,80000,golfpang,,,18홀,tr_220207984
알펜시아700,2026-09-18,19:01,70000,golfpang,,,18홀,tr_220203841
알펜시아700,2026-09-18,18:12,70000,golfpang,,,18홀,tr_220203834
알프스대영,2026-09-18,18:53,69000,golfpang,,,18홀,tr_220203771
알프스대영,2026-09-18,18:46,69000,golfpang,,,18홀,tr_220203766
알프스대영,2026-09-18,18:53,69000,golfpang,,,18홀,tr_220203124
알프스대영,2026-09-18,16:54,75000,golfpang,,,18홀,tr_220203122
알프스대영,2026-09-18,18:46,69000,golfpang,,,18홀,tr_220203123
옥스필드,2026-09-18,18:18,59000,golfpang,,,18홀,tr_220005101
알펜시아700,2026-09-18,18:12,70000,golfpang,,,18홀,tr_219999481
벨라45 마스터스,2026-09-18,18:20,107500,golfpang,,,18홀,tr_219558333
동서울cc-퍼9,2026-09-18,17:35,65000,golfpang,,,18홀,tr_218232001
벨라45 마스터스,2026-09-18,17:45,107500,golfpang,,,18홀,tr_219558332
벨라스톤,2026-09-18,17:38,80000,golfpang,,,18홀,tr_219989459
벨라스톤,2026-09-18,18:34,80000,golfpang,,,18홀,tr_219989461
벨라스톤,2026-09-18,18:06,80000,golfpang,,,18홀,tr_219989460
오로라,2026-09-18,18:31,80000,golfpang,,,18홀,tr_220193021
오로라,2026-09-18,17:50,100000,golfpang,,,18홀,tr_220193020
남한강에스파크,2026-09-18,18:07,99000,golfpang,,,18홀,tr_219558411
동서울cc-퍼9,2026-09-18,17:21,49000,golfpang,,,18홀,tr_220174579
벨라45 마스터스,2026-09-18,18:13,107500,golfpang,,,18홀,tr_219092672
알프스대영,2026-09-18,17:57,59000,golfpang,,,18홀,tr_219746345
알펜시아700,2026-09-18,18:05,80000,golfpang,,,18홀,tr_219795226
벨라45 마스터스,2026-09-18,17:17,107500,golfpang,,,18홀,tr_219092671
벨라45 마스터스,2026-09-18,17:24,107500,golfpang,,,18홀,tr_219092670
벨라스톤,2026-09-18,17:59,80000,golfpang,,,18홀,tr_219822265
오로라,2026-09-18,18:30,80000,golfpang,,,18홀,tr_219886111
벨라45 마스터스,2026-09-18,17:38,107500,golfpang,,,18홀,tr_219347041
벨라스톤,2026-09-18,18:13,80000,golfpang,,,18홀,tr_219822266
벨라45 마스터스,2026-09-18,17:24,107500,golfpang,,,18홀,tr_219347040
알펜시아700,2026-09-18,17:30,100000,golfpang,,,18홀,tr_219553687
벨라스톤,2026-09-18,17:59,80000,golfpang,,,18홀,tr_219822264
벨라45 마스터스,2026-09-18,17:31,107500,golfpang,,,18홀,tr_219347042
알펜시아700,2026-09-18,18:12,90000,golfpang,,,18홀,tr_219149644
샤인빌cc,2026-09-18,17:41,115000,golfpang,,,18홀,tr_220214031
군위오펠,2026-09-18,18:04,121000,golfpang,,,18홀,tr_220241740
파라지오,2026-09-18,18:02,71000,golfpang,,,18홀,tr_220241665
어등산,2026-09-18,17:29,116000,golfpang,,,18홀,tr_220241332
엠스클럽 의성,2026-09-18,17:32,76000,golfpang,,,18홀,tr_220241468
골프존 구미,2026-09-18,18:53,73000,golfpang,,,18홀,tr_220241983
포도,2026-09-18,17:22,126000,golfpang,,,18홀,tr_220241236
한맥,2026-09-18,17:15,101000,golfpang,,,18홀,tr_220241135
화순엘리체,2026-09-18,17:04,81000,golfpang,,,18홀,tr_220240961
노블레스-퍼9,2026-09-18,16:52,81000,golfpang,,,18홀,tr_220240899
